2026/09/21 03:29:31.880, 0, 21218, 24576, 129.24, 50
2026/09/21 03:29:32.886, 0, 21602, 24576, 135.54, 50
2026/09/21 03:29:33.886, 82, 21602, 24576, 119.14, 49
2026/09/21 03:29:34.887, 100, 21602, 24576, 227.94, 55
2026/09/21 03:29:35.887, 100, 21634, 24576, 335.42, 56
2026/09/21 03:29:36.887, 100, 21634, 24576, 334.40, 56
2026/09/21 03:29:37.888, 100, 21634, 24576, 332.46, 57
2026/09/21 03:29:38.888, 100, 21634, 24576, 335.10, 57
2026/09/21 03:29:39.889, 100, 21634, 24576, 334.87, 57
2026/09/21 03:29:40.889, 100, 21634, 24576, 333.30, 58
2026/09/21 03:29:41.889, 100, 21634, 24576, 332.42, 58
2026/09/21 03:29:42.889, 100, 21634, 24576, 333.27, 58
2026/09/21 03:29:43.890, 100, 21634, 24576, 332.98, 59
2026/09/21 03:29:44.890, 100, 21634, 24576, 333.11, 59
2026/09/21 03:29:45.891, 100, 21634, 24576, 332.40, 59
2026/09/21 03:29:46.891, 100, 21634, 24576, 331.34, 59
2026/09/21 03:29:47.891, 100, 21634, 24576, 330.90, 60
2026/09/21 03:29:48.892, 100, 21634, 24576, 331.91, 60
2026/09/21 03:29:49.892, 100, 21634, 24576, 328.45, 60
2026/09/21 03:29:50.892, 100, 21634, 24576, 328.96, 59
2026/09/21 03:29:51.893, 93, 21634, 24576, 328.43, 59
2026/09/21 03:29:52.893, 100, 21634, 24576, 327.89, 61
2026/09/21 03:29:53.893, 100, 21634, 24576, 331.58, 61
2026/09/21 03:29:54.894, 100, 21634, 24576, 327.13, 61
2026/09/21 03:29:55.894, 100, 21634, 24576, 329.81, 61
2026/09/21 03:29:56.894, 100, 21634, 24576, 326.46, 61
2026/09/21 03:29:57.895, 100, 21634, 24576, 333.63, 61
2026/09/21 03:29:58.895, 100, 21634, 24576, 332.50, 61
2026/09/21 03:29:59.895, 100, 21634, 24576, 329.70, 62
2026/09/21 03:30:00.896, 100, 21634, 24576, 328.79, 62
2026/09/21 03:30:01.896, 100, 21634, 24576, 325.61, 62
2026/09/21 03:30:02.896, 100, 21634, 24576, 327.22, 62
2026/09/21 03:30:03.897, 100, 21634, 24576, 306.52, 61
2026/09/21 03:30:04.897, 100, 21895, 24576, 328.55, 62
2026/09/21 03:30:05.897, 100, 21895, 24576, 329.80, 62
2026/09/21 03:30:06.898, 100, 21634, 24576, 301.29, 61
2026/09/21 03:30:07.898, 100, 21634, 24576, 327.94, 61
2026/09/21 03:30:08.898, 0, 21634, 24576, 193.00, 58
2026/09/21 03:30:09.899, 0, 21634, 24576, 150.37, 57
2026/09/21 03:30:10.899, 100, 21634, 24576, 189.64, 61
2026/09/21 03:30:11.900, 6, 21634, 24576, 169.42, 56
2026/09/21 03:30:12.900, 49, 21634, 24576, 243.59, 60
2026/09/21 03:30:13.900, 42, 21634, 24576, 280.27, 59
2026/09/21 03:30:14.901, 49, 21634, 24576, 269.04, 60
2026/09/21 03:30:15.901, 43, 21634, 24576, 268.90, 60
2026/09/21 03:30:16.901, 59, 21634, 24576, 283.67, 60
2026/09/21 03:30:17.901, 73, 21634, 24576, 286.09, 60
2026/09/21 03:30:18.902, 41, 21634, 24576, 278.50, 60
2026/09/21 03:30:19.902, 48, 21634, 24576, 264.67, 60
2026/09/21 03:30:20.902, 0, 21634, 24576, 205.73, 56
2026/09/21 03:30:21.903, 0, 21634, 24576, 151.27, 56
2026/09/21 03:30:22.903, 100, 22338, 24576, 216.89, 60
2026/09/21 03:30:23.903, 100, 22338, 24576, 337.08, 60
2026/09/21 03:30:24.904, 100, 22370, 24576, 336.17, 61
2026/09/21 03:30:25.904, 94, 22370, 24576, 333.87, 61
2026/09/21 03:30:26.904, 100, 22370, 24576, 336.80, 61
2026/09/21 03:30:27.905, 100, 22370, 24576, 333.33, 61
2026/09/21 03:30:28.905, 100, 22370, 24576, 336.30, 61
2026/09/21 03:30:29.905, 100, 22370, 24576, 335.38, 61
2026/09/21 03:30:30.906, 100, 22370, 24576, 334.12, 62
2026/09/21 03:30:31.906, 100, 22370, 24576, 333.38, 62
2026/09/21 03:30:32.907, 100, 22370, 24576, 333.62, 62
2026/09/21 03:30:33.907, 100, 22370, 24576, 334.43, 61
2026/09/21 03:30:34.907, 100, 22370, 24576, 334.60, 62
2026/09/21 03:30:35.908, 100, 22370, 24576, 330.74, 62
2026/09/21 03:30:36.908, 100, 22370, 24576, 333.89, 61
2026/09/21 03:30:37.909, 94, 22370, 24576, 330.94, 61
2026/09/21 03:30:38.909, 100, 22370, 24576, 335.72, 62
2026/09/21 03:30:39.909, 100, 22370, 24576, 332.58, 62
