id,series,source,timestamp,concurrency,mtp,prompt_tokens,output_tokens,repeat,decode_tps,prefill_tps,ttft_s,wall_s,decode_s,decode_tokens,first_chunk_tokens,end_to_end_output_tps,amortized_decode_ms_per_token,chunk_gap_p50_ms,chunk_gap_p95_ms,chunk_gap_p99_ms,chunk_count,draft_tokens,accepted_draft_tokens,draft_iterations,acceptance_percent,accepted_tokens_per_draft,prefix_hits,prefix_queries,usage_cached_tokens,kv_usage_after,configured_context,allocated_kv_gib,sampling_temperature,sampling_top_p,sampling_top_k,sampling_seed,finish_reason,prompt_sha256,host_used_before_gib,host_used_after_gib,host_available_before_gib,host_available_after_gib,host_swap_used_before_gib,host_swap_used_after_gib,host_used_delta_mib,host_swap_in_delta_mib,host_swap_out_delta_mib,workload
scans/vision-mtp2-pool1-256k/000512-r1-59ae0cca.json,cold,https://github.com/0xSero/local-ai-registry/blob/ec6e7e9541896f54a1e80cca8cec434f2053a666/sources/glm53-studio/scans/vision-mtp2-pool1-256k/000512-r1-59ae0cca.json,2026-09-24T10:14:10Z,1,2,512,256,1,37.07522446982269,254.30345165061914,2.013342707999982,8.891251166991424,6.877908458991442,255,1,28.792348252447802,26.972190035260557,63.46781250613276,64.30529200588353,67.59270798647776,109,216.0,147.0,108.0,68.05555555555556,1.3611111111111112,0.0,512.0,,0.0,262144,3.86,1.0,0.95,20,1234,length,b0b288c3aaae3dd0ee2c323d01a649e956fcf5ddc6c91cca8bee1cef93a2d4aa,227.452392578125,227.38182067871094,283.65318298339844,283.72271728515625,0.09368896484375,0.09368896484375,-72.265625,0.03125,0.0,
scans/vision-mtp2-pool1-256k/000512-r2-4c687595.json,cold,https://github.com/0xSero/local-ai-registry/blob/ec6e7e9541896f54a1e80cca8cec434f2053a666/sources/glm53-studio/scans/vision-mtp2-pool1-256k/000512-r2-4c687595.json,2026-09-24T10:17:11Z,1,2,512,256,2,36.6467906331367,253.231807011078,2.021862916997634,8.980180291982833,6.958317374985199,255,1,28.507222759051636,27.287519117589017,63.10112499340903,63.99991599027999,65.47500001033768,111,220.0,145.0,110.0,65.9090909090909,1.3181818181818181,0.0,512.0,,0.0,262144,3.86,1.0,0.95,20,1234,length,6182437f40dcdd02a3a52850cabb337c67ae9947dc3efba863460e5d4f9f6c40,227.51902770996094,227.68154907226562,283.5843963623047,283.425048828125,0.09368896484375,0.09368896484375,166.421875,0.109375,0.0,
scans/vision-mtp2-pool1-256k/004096-r1-a79dc213.json,cold,https://github.com/0xSero/local-ai-registry/blob/ec6e7e9541896f54a1e80cca8cec434f2053a666/sources/glm53-studio/scans/vision-mtp2-pool1-256k/004096-r1-a79dc213.json,2026-09-24T10:14:19Z,1,2,4096,256,1,35.01459917434527,277.99494168142866,14.734081041999161,22.016757583012804,7.282676541013643,255,1,11.62750686765606,28.559515847112326,64.71816649718676,65.83666600636207,119.53629102208652,111,220.0,145.0,110.0,65.9090909090909,1.3181818181818181,0.0,4096.0,,0.0,262144,3.86,1.0,0.95,20,1234,length,827769f4d68a5bc4bdf2a8966be050880bf2dc0bd6c6476256d96e665d99d091,227.38182067871094,227.452392578125,283.7227478027344,283.65513610839844,0.09368896484375,0.09368896484375,72.265625,0.09375,0.0,
scans/vision-mtp2-pool1-256k/004096-r2-41ed5d20.json,cold,https://github.com/0xSero/local-ai-registry/blob/ec6e7e9541896f54a1e80cca8cec434f2053a666/sources/glm53-studio/scans/vision-mtp2-pool1-256k/004096-r2-41ed5d20.json,2026-09-24T10:17:20Z,1,2,4096,256,2,35.60933874390619,281.47351752323084,14.551990666979691,21.713033499981975,7.161042833002284,255,1,11.790153596005483,28.08252091373445,64.78731249808334,66.11220800550655,70.10037498548627,111,220.0,145.0,110.0,65.9090909090909,1.3181818181818181,0.0,4096.0,,0.0,262144,3.86,1.0,0.95,20,1234,length,80badfb3fd3cc8a94aa8b4ce1035ef370806e116115bfbca5406a5e5050f379f,227.68154907226562,227.6807403564453,283.4250793457031,283.4203338623047,0.09368896484375,0.09368896484375,-0.828125,0.90625,0.0,
scans/vision-mtp2-pool1-256k/008192-r1-70936d77.json,cold,https://github.com/0xSero/local-ai-registry/blob/ec6e7e9541896f54a1e80cca8cec434f2053a666/sources/glm53-studio/scans/vision-mtp2-pool1-256k/008192-r1-70936d77.json,2026-09-24T10:14:41Z,1,2,8192,256,1,34.54373274658284,296.5819303653978,27.62137258297298,35.003319457988255,7.381946875015274,255,1,7.31359208109553,28.9488112745697,65.42837500455789,66.61512498976663,117.65854101395234,112,222.0,145.0,111.0,65.31531531531532,1.3063063063063063,0.0,8192.0,,0.0,262144,3.86,1.0,0.95,20,1234,length,9c5537ccc0e4ffa160b36e355a02ab099368f504efed09b70d3d635034af6ac9,227.4524383544922,227.5351104736328,283.65516662597656,283.57106018066406,0.09368896484375,0.09368896484375,84.65625,0.109375,0.0,
scans/vision-mtp2-pool1-256k/008192-r2-27eccd95.json,cold,https://github.com/0xSero/local-ai-registry/blob/ec6e7e9541896f54a1e80cca8cec434f2053a666/sources/glm53-studio/scans/vision-mtp2-pool1-256k/008192-r2-27eccd95.json,2026-09-24T10:17:42Z,1,2,8192,256,2,35.5390189944939,295.5349741308954,27.719223499996588,34.89443562499946,7.175212125002872,255,1,7.336413253710676,28.138086764717144,65.11016600416042,66.52679198305123,84.85316598671488,110,218.0,148.0,109.0,67.88990825688074,1.3577981651376148,0.0,8192.0,,0.0,262144,3.86,1.0,0.95,20,1234,length,5ff59a285df3a669e627e4720824e32796e418deabe4fff14cc4186dca13348b,227.6807403564453,227.83038330078125,283.4203643798828,283.27532958984375,0.09368896484375,0.09368896484375,153.234375,1.296875,0.0,
scans/vision-mtp2-pool1-256k/032768-r1-0016f410.json,cold,https://github.com/0xSero/local-ai-registry/blob/ec6e7e9541896f54a1e80cca8cec434f2053a666/sources/glm53-studio/scans/vision-mtp2-pool1-256k/032768-r1-0016f410.json,2026-09-24T10:15:16Z,1,2,32768,256,1,35.61206914527836,303.62445414407546,107.9227959169948,115.08328970801085,7.1604937910160515,255,1,2.224475861348097,28.080367807906086,66.44656200660393,67.62837499263696,120.23066700203344,107,212.0,149.0,106.0,70.28301886792453,1.4056603773584906,0.0,32768.0,,0.0,262144,3.86,1.0,0.95,20,1234,length,bc8b97c48b4473110185a1b7f2323030bc73f7bb85f29d5c719f3088e2e54e78,227.53543090820312,227.51898193359375,283.5710906982422,283.58436584472656,0.09368896484375,0.09368896484375,-16.84375,0.359375,0.0,
scans/vision-mtp2-pool1-256k/032768-r2-6c214379.json,cold,https://github.com/0xSero/local-ai-registry/blob/ec6e7e9541896f54a1e80cca8cec434f2053a666/sources/glm53-studio/scans/vision-mtp2-pool1-256k/032768-r2-6c214379.json,2026-09-24T10:18:17Z,1,2,32768,256,2,36.77689039060851,306.45297466689846,106.92668274999596,113.86038479200215,6.933702042006189,255,1,2.2483675992106966,27.19098840002427,66.4778124919394,67.66354199498892,70.39137501851656,105,208.0,151.0,104.0,72.59615384615384,1.4519230769230769,0.0,32768.0,,0.0,262144,3.86,1.0,0.95,20,1234,length,daa685117755694c15acba742f4b5c09d4d78018089432d8920eba8cba07d21a,227.83038330078125,227.5646514892578,283.2753601074219,283.54998779296875,0.09368896484375,0.09368896484375,-272.109375,0.46875,0.0,
scans/vision-mtp2-pool1-256k/065536-r1-d5dafba7.json,cold,https://github.com/0xSero/local-ai-registry/blob/ec6e7e9541896f54a1e80cca8cec434f2053a666/sources/glm53-studio/scans/vision-mtp2-pool1-256k/065536-r1-d5dafba7.json,2026-09-24T10:22:16Z,1,2,65536,256,1,31.417233885913838,296.1619661265213,221.28432241702103,229.40088675002335,8.116564333002316,255,1,1.1159503506146493,31.829664050989475,67.46775000647176,68.60699999378994,118.1201669969596,119,236.0,138.0,118.0,58.47457627118644,1.1694915254237288,0.0,65536.0,,0.0,262144,3.86,1.0,0.95,20,1234,length,0de08ccf069efd349140af6a2f124eb1709f5fa0fd603385e7eadecd41711ebb,228.11309814453125,228.56723022460938,282.99102783203125,282.5337219238281,0.09368896484375,0.09368896484375,465.03125,2.03125,0.0,
scans/vision-mtp2-pool1-256k/131072-r1-41dd0f9e.json,cold,https://github.com/0xSero/local-ai-registry/blob/ec6e7e9541896f54a1e80cca8cec434f2053a666/sources/glm53-studio/scans/vision-mtp2-pool1-256k/131072-r1-41dd0f9e.json,2026-09-24T10:26:06Z,1,2,131072,256,1,30.319311546326563,276.47054885679125,474.0902802920027,482.5007615000068,8.410481208004057,255,1,0.5305691108220073,32.982279247074736,71.50464599544648,72.8581250004936,117.52012500073761,117,232.0,140.0,116.0,60.3448275862069,1.206896551724138,0.0,131072.0,,0.0,262144,3.86,1.0,0.95,20,1234,length,8bc41e20eb8835a0525a62ad7f5ea26fd04028f2ff5e0cff2394335e58c1df26,228.56723022460938,228.7132568359375,282.5337219238281,282.3909606933594,0.09368896484375,0.09368896484375,149.53125,4.953125,0.0,
